prec,et,temp,tm
2009-05-11,10.4467241737,2.19145452842,30.6225004732,28.8738125623
2009-05-12,2.50414213706,1.61461065057,29.8468903959,28.8738125623
2009-05-13,8.44446923492,1.59446191922,28.5925068587,28.8738125623
2009-05-14,0.517812177037,1.33847709318,29.0261875324,28.8738125623
2009-05-15,0.216764241122,1.61942799707,29.7493653244,28.8738125623
2009-05-16,2.21492127622,1.52770357855,28.5973471952,28.8738125623
2009-05-17,7.06522246693,1.60994398996,29.3687889656,28.8738125623
2009-05-18,0.127193831326,1.58364228318,29.1611864754,28.8738125623
2009-05-19,5.13059374188,1.65819898214,28.675786372,28.8738125623
2009-05-20,0.347584397605,1.46390568005,29.2543599418,28.8738125623
2009-05-21,1.42721363936,1.46387901065,28.2940408299,28.8738125623
2009-05-22,0.10556929299,1.50150248442,28.2296683279,28.8738125623
2009-05-23,0.367977284314,1.73940470379,29.0788369554,28.8738125623
2009-05-24,0.374685319622,1.50332853901,29.6026323511,28.8738125623
2009-05-25,7.66067386209,1.65212698733,28.7292588266,28.8738125623
2009-05-26,0.0,1.55784084154,29.8434196215,28.8738125623
2009-05-27,0.27726692564,1.68738437637,30.6170215607,28.8738125623
2009-05-28,3.49681583951,1.58778387375,30.003466574,28.8738125623
2009-05-29,3.6777669044,1.77989873993,27.5585030331,28.8738125623
2009-05-30,7.33104227902,0.653868837303,28.7732227411,28.8738125623
2009-05-31,8.80156133416,1.68372009577,29.1655388736,28.8738125623
2009-06-01,0.0,1.56458534418,30.7808065522,28.8738125623
2009-06-02,0.0,2.0827379066,31.598983486,28.8738125623
2009-06-03,0.0,1.73549286837,30.9324743507,28.8738125623
2009-06-04,0.863417365578,1.55329117212,30.6094555801,28.8738125623
2009-06-05,15.8921305035,1.06738782532,28.7589850694,28.8738125623
2009-06-06,0.0,1.27688522955,28.2487656025,28.8738125623
2009-06-07,0.0,1.19614794817,27.8149170179,28.8738125623
2009-06-08,23.5485842201,1.31594445598,29.2652897781,28.8738125623
2009-06-09,0.0,1.14660978317,29.5838430169,28.8738125623
2009-06-10,28.6718679064,1.59672972861,28.4770944145,28.8738125623
2009-06-11,7.25772084815,1.2742547279,28.5307346301,28.8738125623
2009-06-12,7.91930452625,1.87431732456,29.2754804418,28.8738125623
2009-06-13,5.40322547548,1.02030373021,28.0976665797,28.8738125623
2009-06-14,0.0,1.4237995871,27.6260909391,28.8738125623
2009-06-15,7.14414976152,1.61643204126,29.0179844117,28.8738125623
2009-06-16,6.14875880252,1.42136844356,28.4950507732,28.8738125623
2009-06-17,1.1818423298,0.967367562685,29.7207709966,28.8738125623
2009-06-18,4.34208904223,1.47749480371,30.1145047391,28.8738125623
2009-06-19,0.624365584234,1.45248798306,30.6244259095,28.8738125623
2009-06-20,10.4582089788,1.46037808027,30.1152221594,28.8738125623
2009-06-21,0.139039741473,1.60415371616,29.6336942737,28.8738125623
2009-06-22,23.8697052216,1.37065610591,27.1733526594,28.8738125623
2009-06-23,4.07540563519,1.05889028043,27.9019590013,28.8738125623
2009-06-24,0.0,1.63233248437,28.9133724684,28.8738125623
2009-06-25,3.10475842337,1.53570974677,28.3570051086,28.8738125623
2009-06-26,0.0,1.27328929205,29.0336630103,28.8738125623
2009-06-27,0.0,1.39575372117,28.4756022893,28.8738125623
2009-06-28,0.0,1.24345107561,28.0626454085,28.8738125623
2009-06-29,0.0,1.6925714391,28.2171704796,28.8738125623
2009-06-30,9.40259036053,1.18960891145,28.2014222734,28.8738125623
2009-07-01,0.282191287266,1.39845816339,28.5387917851,28.8738125623
2009-07-02,33.1613549972,1.50764093774,29.146658801,28.8738125623
2009-07-03,0.0,1.6509401892,28.3010946552,28.8738125623
2009-07-04,0.0,1.42838483178,28.3209276306,28.8738125623
2009-07-05,0.0,1.63226602854,27.9001621718,28.8738125623
2009-07-06,1.04644216045,1.85449333137,30.4755852303,28.8738125623
2009-07-07,0.0,1.49508183726,28.6351734761,28.8738125623
2009-07-08,7.94931001342,1.7479012709,29.5351853746,28.8738125623
2009-07-09,0.244824355908,1.66518401028,29.1032758991,28.8738125623
2009-07-10,0.0,1.55997153614,28.4484930789,28.8738125623
2009-07-11,0.0,1.47524758537,28.3638804575,28.8738125623
2009-07-12,0.0,1.84200255523,28.9050692869,28.8738125623
2009-07-13,0.0,1.68107930194,29.304049374,28.8738125623
2009-07-14,0.0,1.77565324574,28.5273166614,28.8738125623
2009-07-15,0.0,1.74700790711,28.5311569042,28.8738125623
2009-07-16,0.0,1.66715138146,29.3439703095,28.8738125623
2009-07-17,0.0,1.63138015083,29.5464623698,28.8738125623
2009-07-18,0.0,1.82263206766,29.3286780239,28.8738125623
2009-07-19,0.0,1.66495797741,28.7918645237,28.8738125623
2009-07-20,10.3712252231,1.32495347971,28.5981448956,28.8738125623
2009-07-21,13.929659747,1.38990822803,28.3781970378,28.8738125623
2009-07-22,5.59626238534,1.61083691843,28.6842045516,28.8738125623
2009-07-23,0.978651368216,1.35201519527,28.6712859293,28.8738125623
2009-07-24,0.0,1.46899586045,30.3589601838,28.8738125623
2009-07-25,0.0,1.43211553874,30.4639600689,28.8738125623
2009-07-26,0.0,1.50904438737,30.820941475,28.8738125623
2009-07-27,0.0,1.8023115584,30.196164249,28.8738125623
2009-07-28,0.0,1.517884959,30.2085936257,28.8738125623
2009-07-29,0.0,1.82960678754,29.9186170342,28.8738125623
2009-07-30,0.0,1.32343491276,27.8662088373,28.8738125623
2009-07-31,0.0,1.62709161539,30.3951304361,28.8738125623
2009-08-01,0.0,1.52090576258,29.1169425021,28.8738125623
2009-08-02,0.0,1.7983295355,30.1601631936,28.8738125623
2009-08-03,0.16173454349,1.56061592531,30.6290799044,28.8738125623
2009-08-04,0.0,1.73816642734,29.1469036702,28.8738125623
2009-08-05,0.0,1.32992246446,29.9424081652,28.8738125623
2009-08-06,6.14517019036,1.66918520311,29.6174212681,28.8738125623
2009-08-07,6.43569696619,1.06164246597,28.7134501639,28.8738125623
2009-08-08,5.41319305977,1.38562997272,28.1494231063,28.8738125623
2009-08-09,0.0,1.37155694506,28.5310961477,28.8738125623
2009-08-10,0.0,1.483746976,29.5958634709,28.8738125623
2009-08-11,0.867468255289,1.7036489034,30.5722325786,28.8738125623
2009-08-12,0.0,1.56449686008,28.9161852933,28.8738125623
2009-08-13,0.0,1.98539869839,29.2544956636,28.8738125623
2009-08-14,5.94514329514,1.46087740646,28.6665362455,28.8738125623
2009-08-15,0.0,1.53569522199,29.8988427151,28.8738125623
2009-08-16,4.1248026805,1.49322723003,30.07331801,28.8738125623
2009-08-17,12.1752918115,1.50627165028,28.0864913169,28.8738125623
2009-08-18,1.91529546427,1.5101909316,28.8352462897,28.8738125623
2009-08-19,0.0,1.69930934236,28.9752320493,28.8738125623
2009-08-20,7.81075666996,1.34326120977,28.3728208649,28.8738125623
2009-08-21,2.03705117408,1.37167069751,28.3054854789,28.8738125623
2009-08-22,0.0,1.08687814099,29.980029524,28.8738125623
2009-08-23,13.5372194333,1.61519517122,28.8869647551,28.8738125623
2009-08-24,5.88204420818,0.879867557729,28.8688580159,28.8738125623
2009-08-25,6.54224362534,1.63831274831,29.1504384373,28.8738125623
2009-08-26,1.25908876269,1.53164629722,28.9704503906,28.8738125623
2009-08-27,0.0,1.61926842138,29.2429054775,28.8738125623
2009-08-28,0.0,1.81565312723,30.3320793195,28.8738125623
2009-08-29,0.841769486331,1.62371187665,29.7020772227,28.8738125623
2009-08-30,9.98812763343,1.62001907558,29.6240958525,28.8738125623
2009-08-31,4.16900639588,1.99078180549,28.8376503205,28.8738125623
2009-09-01,0.0,1.90040703436,31.3132509382,28.8738125623
2009-09-02,0.0,1.81676877215,31.5118928545,28.8738125623
2009-09-03,0.577833625708,1.75840783521,31.4800388679,28.8738125623
2009-09-04,16.0695774796,1.66402528929,29.6328473895,28.8738125623
2009-09-05,5.47915271695,1.44378688496,29.8893777226,28.8738125623
2009-09-06,0.0,1.64681404896,29.5597540823,28.8738125623
2009-09-07,0.23290444492,1.92655337794,31.0553663447,28.8738125623
2009-09-08,0.0,1.46200336365,30.0928322867,28.8738125623
2009-09-09,0.0673374593928,1.57134527303,29.6571444394,28.8738125623
2009-09-10,2.08748856555,1.72181155842,29.8940256312,28.8738125623
2009-09-11,0.0,1.40712041801,29.9406260158,28.8738125623
2009-09-12,0.195966693792,1.98155847694,29.6967151085,28.8738125623
2009-09-13,0.0,1.45564961969,28.4812742726,28.8738125623
2009-09-14,0.0,2.03020609899,29.586865843,28.8738125623
2009-09-15,5.56209380439,1.55898737907,27.7934661179,28.8738125623
2009-09-16,2.71472507648,0.867971114898,28.2426899471,28.8738125623
2009-09-17,1.67260970426,1.22128439753,28.0242280853,28.8738125623
2009-09-18,17.782722666,1.70716293742,28.6532971243,28.8738125623
2009-09-19,2.10337054863,1.8444837814,29.9404130143,28.8738125623
2009-09-20,10.0966928782,1.68672172139,30.4591010447,28.8738125623
2009-09-21,2.51555208678,1.87773494506,30.8273409297,28.8738125623
2009-09-22,6.73790868481,1.57831529553,29.9090869346,28.8738125623
2009-09-23,0.0,1.74248490441,30.2953258686,28.8738125623
2009-09-24,0.0,1.92549714881,31.8391650125,28.8738125623
2009-09-25,0.0,1.81707530611,31.2484143718,28.8738125623
2009-09-26,0.447770065136,1.47915143511,31.2343983168,28.8738125623
2009-09-27,0.26282248872,1.76224946038,30.9600890299,28.8738125623
2009-09-28,0.0,1.69040421957,29.9269554267,28.8738125623
2009-09-29,0.0,1.63341399391,29.1193904234,28.8738125623
2009-09-30,0.0,1.70166607787,30.6805012949,28.8738125623
2009-10-01,2.33015722103,1.93041279075,30.744813469,28.8738125623
2009-10-02,4.48234267449,1.57723616616,29.6900896865,28.8738125623
2009-10-03,9.9604162259,1.56818080752,30.0710365424,28.8738125623
2009-10-04,4.28889200125,1.59862223368,29.6061724545,28.8738125623
2009-10-05,4.96626937255,1.32867529151,29.1888828278,28.8738125623
2009-10-06,0.0,1.72724290644,29.4780749203,28.8738125623
2009-10-07,9.84685100598,1.39369464188,29.4341998797,28.8738125623
2009-10-08,0.632989829846,1.51474156808,29.6270592936,28.8738125623
2009-10-09,0.0,1.68770491273,29.958241902,28.8738125623
2009-10-10,0.0,1.9000742998,30.9882108924,28.8738125623
2009-10-11,21.7359920887,1.54485307517,29.8415351611,28.8738125623
2009-10-12,0.0,1.60335067283,27.5981858714,28.8738125623
2009-10-13,9.51463975799,1.38414788514,27.8936799939,28.8738125623
2009-10-14,4.89835132642,1.39179697599,28.3643135328,28.8738125623
2009-10-15,14.7326469582,1.47938731815,27.1152180447,28.8738125623
2009-10-16,0.0,1.28082651503,27.6007875807,28.8738125623
2009-10-17,0.0,1.40465277768,28.8929540227,28.8738125623
2009-10-18,0.90496308616,1.50891475731,29.6534112009,28.8738125623
2009-10-19,14.6773002067,1.73690521449,28.5522576664,28.8738125623
2009-10-20,0.0,1.32658811634,28.6939306581,28.8738125623
2009-10-21,0.0,1.21846158451,28.2695964856,28.8738125623
2009-10-22,5.35993785537,1.54338034887,29.186949612,28.8738125623
2009-10-23,0.0,1.60804448503,29.6174600794,28.8738125623
2009-10-24,18.2122822772,1.03488680955,28.8530041984,28.8738125623
2009-10-25,6.32139590081,1.52116408241,29.15031791,28.8738125623
2009-10-26,0.0,1.55193684878,29.4925649836,28.8738125623
2009-10-27,15.0372424608,1.70044838846,30.3681642554,28.8738125623
2009-10-28,0.0,1.86767110262,30.3534987589,28.8738125623
2009-10-29,3.9005344048,1.71116041467,29.816542679,28.8738125623
2009-10-30,18.6850724702,1.4273824223,28.3028225417,28.8738125623
2009-10-31,0.0,1.24618732527,28.6537256777,28.8738125623
2009-11-01,18.8335798242,1.26923614807,27.923124099,28.8738125623
2009-11-02,5.17870050066,1.42147844561,27.9942170047,28.8738125623
2009-11-03,3.64701703961,1.39719181382,28.6366588721,28.8738125623
2009-11-04,9.97276014692,1.4180462856,28.3593877299,28.8738125623
2009-11-05,0.718395951089,1.44219434931,28.0539999115,28.8738125623
2009-11-06,17.9364070249,1.20491971528,27.6801692877,28.8738125623
2009-11-07,0.0,1.33491812127,28.3074550414,28.8738125623
2009-11-08,2.335060934,1.5742148978,27.8996729047,28.8738125623
2009-11-09,0.0,1.39520664563,29.4809205559,28.8738125623
2009-11-10,17.112324779,1.74543411544,30.7071764014,28.8738125623
2009-11-11,6.61647448915,1.66714668542,29.7920797327,28.8738125623
2009-11-12,17.8351888067,1.48571388507,29.898037814,28.8738125623
2009-11-13,4.60633592927,1.41028580639,28.3290971049,28.8738125623
2009-11-14,0.0,1.33020697283,28.6402077621,28.8738125623
2009-11-15,0.824630764093,1.58544772796,29.7776450254,28.8738125623
2009-11-16,0.952532757534,1.61884961101,30.2770577977,28.8738125623
2009-11-17,12.4705877733,1.49880646588,28.8858418411,28.8738125623
2009-11-18,2.49231118834,1.47068714694,28.7997228644,28.8738125623
2009-11-19,0.0,1.45029550724,28.4557077644,28.8738125623
2009-11-20,0.0,1.30522171567,31.0818732187,28.8738125623
2009-11-21,0.0,1.51188502017,30.4122341242,28.8738125623
2009-11-22,9.78432913309,1.39867716023,29.9536509567,28.8738125623
2009-11-23,0.268851679363,1.40939945451,29.7533385459,28.8738125623
2009-11-24,2.70628605264,1.70751018203,30.4509420502,28.8738125623
2009-11-25,2.12815210257,1.55706259106,30.4897210625,28.8738125623
2009-11-26,2.51356116841,1.34983207001,30.1456384766,28.8738125623
2009-11-27,7.68159676134,1.37895428465,29.8900424014,28.8738125623
2009-11-28,6.00934853447,1.33999660578,28.8368411546,28.8738125623
2009-11-29,0.0,1.23756485843,28.9276568166,28.8738125623
2009-11-30,0.0,1.17229049125,29.2604573711,28.8738125623
2009-12-01,0.273418978359,1.24371314518,30.1558456421,28.8738125623
2009-12-02,0.0,1.71832606096,31.6063423157,28.8738125623
2009-12-03,0.775899576337,1.66185573648,31.1672374425,28.8738125623
2009-12-04,1.43574634295,1.44349861279,31.4781893612,28.8738125623
2009-12-05,0.347760993443,1.80441886521,32.1995182252,28.8738125623
2009-12-06,3.02352422007,1.54893662554,29.8724091348,28.8738125623
2009-12-07,0.0,1.28849013468,29.7860312515,28.8738125623
2009-12-08,1.30518781469,1.5275248182,30.3751926422,28.8738125623
2009-12-09,0.0,1.67219242755,30.2698171808,28.8738125623
2009-12-10,0.0,1.46455197656,30.3290457779,28.8738125623
2009-12-11,0.0,1.40638101369,29.3868212968,28.8738125623
2009-12-12,1.54987903659,1.46714268374,29.5887554683,28.8738125623
2009-12-13,0.0,1.46461561958,30.2054853118,28.8738125623
2009-12-14,0.0,1.62829944391,31.0082385031,28.8738125623
2009-12-15,0.0,1.75750837165,31.7250989207,28.8738125623
2009-12-16,0.0,1.4365978174,31.4975367557,28.8738125623
2009-12-17,0.0,1.56705906284,30.8536722205,28.8738125623
2009-12-18,11.2120544401,1.31671706746,28.5598634656,28.8738125623
2009-12-19,19.2422518677,0.359621735101,28.1015506487,28.8738125623
2009-12-20,1.70556317019,1.71735265951,27.2731889018,28.8738125623
2009-12-21,15.0788581291,1.6865115956,28.3036066977,28.8738125623
2009-12-22,0.0,1.19066606613,28.855777419,28.8738125623
2009-12-23,0.787901985511,1.40494244688,28.6306386369,28.8738125623
2009-12-24,0.0,1.5911851465,28.6197827371,28.8738125623
2009-12-25,5.74726499065,1.23550015487,29.3250584334,28.8738125623
2009-12-26,3.23303774502,1.66787813353,29.1286365852,28.8738125623
2009-12-27,10.8258095966,1.58046051625,28.4229009178,28.8738125623
2009-12-28,0.487713738774,1.30493109548,27.6636833448,28.8738125623
2009-12-29,0.0,1.53321214338,29.4083575559,28.8738125623
2009-12-30,0.0,1.47346692943,29.8603879521,28.8738125623
2009-12-31,0.0,1.41630351945,31.2456208776,28.8738125623
2010-01-01,0.0,1.78994152519,31.2012542125,28.8738125623
2010-01-02,0.0,1.74557356486,30.6376444999,28.8738125623
2010-01-03,0.0,1.79701875033,31.8675929723,28.8738125623
2010-01-04,0.0,1.75944203339,31.8168719431,28.8738125623
2010-01-05,0.0,1.89855383621,31.3642924234,28.8738125623
2010-01-06,0.0,1.86342793904,30.6362788811,28.8738125623
2010-01-07,0.0,1.48205104437,30.3244571471,28.8738125623
2010-01-08,0.0,1.47856460796,31.3249895974,28.8738125623
2010-01-09,0.0,1.6063976904,31.0582477912,28.8738125623
2010-01-10,0.0,1.49614086982,29.5860475904,28.8738125623
2010-01-11,0.0,1.41894335425,28.9632004084,28.8738125623
2010-01-12,0.0,1.26741194859,30.5878041514,28.8738125623
2010-01-13,0.0,1.60400352451,30.525747835,28.8738125623
2010-01-14,0.0,1.49652647972,32.3275282356,28.8738125623
2010-01-15,0.0,1.77004595553,32.3815760666,28.8738125623
2010-01-16,0.0,1.70566917269,30.5395487882,28.8738125623
2010-01-17,0.0,1.48146090615,30.915279517,28.8738125623
2010-01-18,0.0,1.42611094807,30.8439971838,28.8738125623
2010-01-19,0.0,1.75827725014,31.0214626655,28.8738125623
2010-01-20,0.0,1.42051017284,31.4941538479,28.8738125623
2010-01-21,0.0,1.55669943402,33.0574550843,28.8738125623
2010-01-22,8.34940240356,1.71001761951,33.0875773483,28.8738125623
2010-01-23,0.0,1.60019228833,31.1557050555,28.8738125623
2010-01-24,8.53275370598,1.31022251322,29.4173134579,28.8738125623
2010-01-25,5.60895796036,1.18983213955,30.0430339213,28.8738125623
2010-01-26,0.134766385796,1.47769462794,31.0399050766,28.8738125623
2010-01-27,3.78837145045,1.25882834263,30.8817711091,28.8738125623
2010-01-28,16.1339322208,1.56076850784,31.4393869464,28.8738125623
2010-01-29,3.34854685323,1.43746358357,30.7090403953,28.8738125623
2010-01-30,0.0,1.74509577671,31.7908059238,28.8738125623
2010-01-31,0.0,1.3200083529,31.9581542926,28.8738125623
2010-02-01,0.0,1.69233555606,32.9087111227,28.8738125623
2010-02-02,0.0,1.42624477188,31.6928313609,28.8738125623
2010-02-03,0.0,1.42190428798,32.2057414108,28.8738125623
2010-02-04,0.0,1.42416181457,32.7032532853,28.8738125623
2010-02-05,5.31047579412,1.5422365853,32.2773338489,28.8738125623
2010-02-06,10.9582050891,1.39640092448,29.5278570197,28.8738125623
2010-02-07,0.0,0.917178428575,28.742016503,28.8738125623
2010-02-08,0.0,1.3299322865,31.0206163599,28.8738125623
2010-02-09,9.45364275943,1.581803137,29.6899084456,28.8738125623
2010-02-10,0.0,1.37493484476,29.2947868176,28.8738125623
2010-02-11,0.0,1.53561566385,30.7190723205,28.8738125623
2010-02-12,0.0,1.57945199897,31.8516427372,28.8738125623
2010-02-13,0.0,1.82662389653,32.1815892766,28.8738125623
2010-02-14,13.5394411408,1.70421280486,30.6007699431,28.8738125623
2010-02-15,0.0,1.52565712072,31.272998767,28.8738125623
2010-02-16,2.54614167803,1.73563186372,30.1819001744,28.8738125623
2010-02-17,0.0,1.32068227516,29.7771543224,28.8738125623
2010-02-18,0.0,1.72624657797,31.9246111452,28.8738125623
2010-02-19,0.0,1.8116982452,32.3468281607,28.8738125623
