date,Qsim,Quz,Qlz,SP,SM,UZ,LZ,WC
'2009-12-15',17.486,0.000,16.942,0.000,17.058,0.000,28.727,0.000
'2009-12-16',16.944,0.000,16.408,0.000,16.427,0.000,27.822,0.000
'2009-12-17',16.418,0.000,15.916,0.000,15.917,0.000,26.988,0.000
'2009-12-18',16.416,0.000,17.580,0.000,26.227,0.000,29.809,0.000
'2009-12-19',23.637,24.968,20.023,0.000,36.685,2.545,33.952,0.000
'2009-12-20',34.527,0.000,21.002,0.000,35.652,0.000,35.612,0.000
'2009-12-21',24.491,0.000,22.597,0.000,36.441,0.000,38.316,0.000
'2009-12-22',22.872,0.000,21.896,0.000,35.504,0.000,37.127,0.000
'2009-12-23',21.977,0.000,21.271,0.000,34.499,0.000,36.069,0.000
'2009-12-24',21.287,0.000,20.634,0.000,33.361,0.000,34.988,0.000
'2009-12-25',28.282,30.144,22.979,0.000,38.779,3.073,38.965,0.000
'2009-12-26',49.144,35.470,25.249,0.000,40.240,3.615,42.813,0.000
'2009-12-27',58.996,37.383,27.446,0.000,41.302,3.810,46.538,0.000
'2009-12-28',55.158,0.000,28.755,0.000,40.261,0.000,48.757,0.000
'2009-12-29',34.657,0.000,27.928,0.000,38.875,0.000,47.356,0.000
'2009-12-30',29.274,0.000,27.034,0.000,37.483,0.000,45.839,0.000
'2009-12-31',27.377,0.000,26.280,0.000,36.115,0.000,44.561,0.000
'2010-01-01',26.384,0.000,25.634,0.000,34.521,0.000,43.465,0.000
'2010-01-02',25.644,0.000,24.927,0.000,33.069,0.000,42.267,0.000
'2010-01-03',24.914,0.000,24.155,0.000,31.393,0.000,40.958,0.000
'2010-01-04',24.151,0.000,23.379,0.000,29.811,0.000,39.642,0.000
'2010-01-05',23.407,0.000,22.728,0.000,28.399,0.000,38.539,0.000
'2010-01-06',22.720,0.000,22.012,0.000,27.046,0.000,37.325,0.000
'2010-01-07',22.012,0.000,21.305,0.000,26.032,0.000,36.125,0.000
'2010-01-08',21.312,0.000,20.631,0.000,24.996,0.000,34.982,0.000
'2010-01-09',20.636,0.000,19.971,0.000,23.923,0.000,33.864,0.000
'2010-01-10',20.033,0.000,19.573,0.000,23.672,0.000,33.188,0.000
'2010-01-11',19.566,0.000,19.084,0.000,23.274,0.000,32.359,0.000
'2010-01-12',19.053,0.000,18.470,0.000,22.512,0.000,31.319,0.000
'2010-01-13',18.501,0.000,18.020,0.000,21.977,0.000,30.555,0.000
'2010-01-14',18.014,0.000,17.512,0.000,21.204,0.000,29.693,0.000
'2010-01-15',17.501,0.000,16.963,0.000,20.129,0.000,28.764,0.000
'2010-01-16',16.961,0.000,16.416,0.000,19.241,0.000,27.836,0.000
'2010-01-17',16.422,0.000,15.896,0.000,18.513,0.000,26.955,0.000
'2010-01-18',15.908,0.000,15.423,0.000,17.962,0.000,26.151,0.000
'2010-01-19',15.421,0.000,14.930,0.000,17.131,0.000,25.317,0.000
'2010-01-20',14.937,0.000,14.467,0.000,16.530,0.000,24.532,0.000
'2010-01-21',14.479,0.000,14.049,0.000,15.945,0.000,23.822,0.000
'2010-01-22',14.088,0.000,13.789,0.000,16.036,0.000,23.381,0.000
'2010-01-23',13.839,0.000,13.706,0.000,17.104,0.000,23.241,0.000
'2010-01-24',13.764,0.000,13.826,0.000,19.056,0.000,23.443,0.000
'2010-01-25',13.772,0.000,13.656,0.000,19.515,0.000,23.156,0.000
'2010-01-26',13.593,0.000,13.268,0.000,18.920,0.000,22.497,0.000
'2010-01-27',13.350,0.000,13.299,0.000,20.002,0.000,22.550,0.000
'2010-01-28',13.512,0.000,14.169,0.000,23.548,0.000,24.026,0.000
'2010-01-29',13.923,0.000,13.760,0.000,22.779,0.000,23.333,0.000
'2010-01-30',13.697,0.000,13.322,0.000,21.653,0.000,22.589,0.000
'2010-01-31',13.310,0.000,12.895,0.000,20.833,0.000,21.866,0.000
'2010-02-01',12.897,0.000,12.490,0.000,19.767,0.000,21.178,0.000
'2010-02-02',12.492,0.000,12.094,0.000,18.989,0.000,20.507,0.000
'2010-02-03',12.097,0.000,11.709,0.000,18.210,0.000,19.854,0.000
'2010-02-04',11.712,0.000,11.333,0.000,17.420,0.000,19.216,0.000
'2010-02-05',11.349,0.000,11.023,0.000,16.860,0.000,18.692,0.000
'2010-02-06',11.170,0.000,11.334,0.000,19.310,0.000,19.218,0.000
'2010-02-07',11.226,0.000,11.031,0.000,19.148,0.000,18.705,0.000
'2010-02-08',10.999,0.000,10.699,0.000,18.548,0.000,18.141,0.000
'2010-02-09',10.850,0.000,11.054,0.000,20.551,0.000,18.744,0.000
'2010-02-10',10.938,0.000,10.757,0.000,20.089,0.000,18.240,0.000
'2010-02-11',10.726,0.000,10.442,0.000,19.385,0.000,17.705,0.000
'2010-02-12',10.430,0.000,10.105,0.000,18.504,0.000,17.134,0.000
'2010-02-13',10.107,0.000,9.791,0.000,17.550,0.000,16.601,0.000
'2010-02-14',9.962,0.000,10.218,0.000,19.916,0.000,17.325,0.000
'2010-02-15',10.083,0.000,9.890,0.000,19.085,0.000,16.769,0.000
'2010-02-16',9.865,0.000,9.591,0.000,18.331,0.000,16.264,0.000
'2010-02-17',9.586,0.000,9.292,0.000,17.784,0.000,15.756,0.000
'2010-02-18',9.292,0.000,8.996,0.000,16.911,0.000,15.254,0.000
'2010-02-19',9.001,0.000,8.720,0.000,16.056,0.000,14.786,0.000
'2010-02-20',8.729,0.000,8.481,0.000,15.654,0.000,14.381,0.000
'2010-02-21',8.561,0.000,8.580,0.000,16.917,0.000,14.548,0.000
'2010-02-22',8.539,0.000,8.423,0.000,16.798,0.000,14.283,0.000
'2010-02-23',9.040,0.000,10.981,0.000,28.847,0.000,18.620,0.000
'2010-02-24',10.583,0.000,11.196,0.000,28.822,0.000,18.985,0.000
'2010-02-25',11.542,0.000,13.307,0.000,31.850,0.000,22.565,0.000
'2010-02-26',14.510,4.394,15.889,0.000,35.261,0.448,26.942,0.000
'2010-02-27',17.895,0.000,15.710,0.000,33.724,0.000,26.639,0.000
'2010-02-28',16.101,0.000,15.217,0.000,31.739,0.000,25.802,0.000
'2010-03-01',15.309,0.000,14.733,0.000,30.427,0.000,24.982,0.000
'2010-03-02',14.877,0.000,14.782,0.000,29.890,0.000,25.064,0.000
'2010-03-03',14.795,0.000,14.743,0.000,29.388,0.000,24.998,0.000
'2010-03-04',14.646,0.000,14.270,0.000,28.242,0.000,24.196,0.000
'2010-03-05',14.251,0.000,13.812,0.000,27.062,0.000,23.420,0.000
'2010-03-06',14.133,0.000,14.766,0.000,28.701,0.000,25.038,0.000
'2010-03-07',14.576,0.000,14.574,0.000,27.837,0.000,24.713,0.000
'2010-03-08',14.491,0.000,14.212,0.000,26.585,0.000,24.098,0.000
'2010-03-09',14.249,0.000,14.093,0.000,26.211,0.000,23.896,0.000
'2010-03-10',14.658,0.000,16.385,0.000,30.881,0.000,27.784,0.000
'2010-03-11',16.478,0.000,18.513,0.000,33.192,0.000,31.391,0.000
'2010-03-12',17.909,0.000,17.931,0.000,31.806,0.000,30.404,0.000
'2010-03-13',17.802,0.000,17.395,0.000,30.463,0.000,29.495,0.000
'2010-03-14',17.955,0.000,19.415,0.000,32.973,0.000,32.922,0.000
'2010-03-15',18.937,0.000,18.804,0.000,31.117,0.000,31.885,0.000
'2010-03-16',18.709,0.000,18.259,0.000,29.573,0.000,30.961,0.000
'2010-03-17',18.373,0.000,18.301,0.000,29.124,0.000,31.031,0.000
'2010-03-18',18.278,0.000,18.131,0.000,28.895,0.000,30.744,0.000
'2010-03-19',18.034,0.000,17.561,0.000,27.930,0.000,29.778,0.000
'2010-03-20',17.624,0.000,17.362,0.000,27.408,0.000,29.440,0.000
'2010-03-21',17.294,0.000,16.803,0.000,26.200,0.000,28.491,0.000
'2010-03-22',16.875,0.000,16.624,0.000,25.849,0.000,28.189,0.000
'2010-03-23',16.637,0.000,16.428,0.000,25.532,0.000,27.856,0.000
'2010-03-24',16.440,0.000,16.272,0.000,25.234,0.000,27.592,0.000
'2010-03-25',16.192,0.000,15.759,0.000,23.609,0.000,26.721,0.000
'2010-03-26',15.812,0.000,15.558,0.000,23.358,0.000,26.381,0.000
'2010-03-27',15.502,0.000,15.061,0.000,22.666,0.000,25.539,0.000
'2010-03-28',15.054,0.000,14.589,0.000,21.546,0.000,24.737,0.000
'2010-03-29',14.625,0.000,14.283,0.000,21.179,0.000,24.218,0.000
'2010-03-30',14.543,0.000,15.069,0.000,24.178,0.000,25.551,0.000
'2010-03-31',14.853,0.000,14.659,0.000,23.488,0.000,24.857,0.000
'2010-04-01',14.631,0.000,14.342,0.000,22.887,0.000,24.319,0.000
'2010-04-02',14.400,0.000,14.305,0.000,23.012,0.000,24.256,0.000
'2010-04-03',14.374,0.000,14.511,0.000,23.869,0.000,24.606,0.000
'2010-04-04',14.428,0.000,14.290,0.000,23.859,0.000,24.230,0.000
'2010-04-05',17.028,9.179,16.839,0.000,32.453,0.936,28.554,0.000
'2010-04-06',23.746,5.856,19.307,0.000,34.950,0.597,32.738,0.000
'2010-04-07',30.051,26.068,21.695,0.000,38.732,2.657,36.787,0.000
'2010-04-08',58.839,89.464,24.006,0.000,43.731,9.119,40.706,0.000
'2010-04-09',96.739,69.360,26.243,0.000,43.764,7.070,44.498,0.000
'2010-04-10',83.536,13.772,28.407,0.000,42.456,1.404,48.169,0.000
'2010-04-11',73.233,104.887,30.502,0.000,46.245,10.691,51.720,0.000
'2010-04-12',108.269,47.494,32.529,0.000,45.209,4.841,55.158,0.000
'2010-04-13',80.630,19.918,34.491,0.000,44.241,2.030,58.485,0.000
'2010-04-14',67.712,49.442,36.390,0.000,44.692,5.040,61.704,0.000
'2010-04-15',73.029,10.244,38.227,0.000,43.580,1.044,64.820,0.000
'2010-04-16',53.273,4.717,40.005,0.000,43.233,0.481,67.835,0.000
'2010-04-17',45.487,0.000,39.488,0.000,41.911,0.000,66.957,0.000
'2010-04-18',40.609,0.000,38.348,0.000,40.083,0.000,65.025,0.000
'2010-04-19',47.698,36.480,40.123,0.000,42.177,3.718,68.034,0.000
'2010-04-20',61.718,0.000,41.006,0.000,40.683,0.000,69.532,0.000
