date,Qsim,Quz,Qlz,SP,SM,UZ,LZ,WC
'2009-05-11',44.650,0.000,44.768,0.000,36.313,0.000,75.911,0.000
'2009-05-12',43.849,0.000,43.659,0.000,35.169,0.000,74.031,0.000
'2009-05-13',50.959,6.495,45.263,0.000,37.352,0.662,76.749,0.000
'2009-05-14',45.498,0.000,44.209,0.000,36.248,0.000,74.963,0.000
'2009-05-15',41.791,0.000,42.809,0.000,34.853,0.000,72.588,0.000
'2009-05-16',42.693,0.000,41.717,0.000,33.985,0.000,70.737,0.000
'2009-05-17',41.076,0.000,41.948,0.000,34.368,0.000,71.129,0.000
'2009-05-18',41.628,0.000,40.773,0.000,33.306,0.000,69.137,0.000
'2009-05-19',38.933,0.000,39.589,0.000,32.250,0.000,67.128,0.000
'2009-05-20',38.986,0.000,38.313,0.000,31.164,0.000,64.965,0.000
'2009-05-21',36.585,0.000,37.078,0.000,30.211,0.000,62.871,0.000
'2009-05-22',36.407,0.000,35.883,0.000,29.270,0.000,60.844,0.000
'2009-05-23',34.358,0.000,34.726,0.000,28.118,0.000,58.883,0.000
'2009-05-24',34.021,0.000,33.611,0.000,27.119,0.000,56.992,0.000
'2009-05-25',33.185,0.000,33.538,0.000,28.039,0.000,56.868,0.000
'2009-05-26',32.865,0.000,32.473,0.000,27.004,0.000,55.062,0.000
'2009-05-27',31.176,0.000,31.438,0.000,25.840,0.000,53.307,0.000
'2009-05-28',31.698,0.000,31.471,0.000,27.011,0.000,53.364,0.000
'2009-05-29',30.513,0.000,30.647,0.000,26.446,0.000,51.966,0.000
'2009-05-30',30.741,0.000,30.621,0.000,27.978,0.000,51.923,0.000
'2009-05-31',29.679,0.000,29.712,0.000,27.040,0.000,50.382,0.000
'2009-06-01',28.860,0.000,28.757,0.000,25.926,0.000,48.761,0.000
'2009-06-02',27.812,0.000,27.830,0.000,24.403,0.000,47.190,0.000
'2009-06-03',27.019,0.000,26.933,0.000,23.271,0.000,45.669,0.000
'2009-06-04',26.057,0.000,26.065,0.000,22.330,0.000,44.197,0.000
'2009-06-05',25.596,0.000,25.549,0.000,22.710,0.000,43.321,0.000
'2009-06-06',24.779,0.000,24.758,0.000,22.197,0.000,41.981,0.000
'2009-06-07',24.074,0.000,24.035,0.000,21.882,0.000,40.755,0.000
'2009-06-08',29.716,3.963,26.271,0.000,30.968,0.404,44.546,0.000
'2009-06-09',26.534,0.000,25.729,0.000,30.226,0.000,43.627,0.000
'2009-06-10',25.447,0.000,26.188,0.000,31.072,0.000,44.405,0.000
'2009-06-11',46.041,18.668,28.354,0.000,36.588,1.903,48.078,0.000
'2009-06-12',70.604,41.222,30.450,0.000,39.658,4.202,51.633,0.000
'2009-06-13',37.439,1.044,32.479,0.000,39.252,0.106,55.073,0.000
'2009-06-14',28.229,0.000,31.496,0.000,38.169,0.000,53.406,0.000
'2009-06-15',34.577,0.000,31.736,0.000,37.661,0.000,53.814,0.000
'2009-06-16',30.593,0.000,33.192,0.000,38.351,0.000,56.282,0.000
'2009-06-17',34.490,0.000,32.134,0.000,37.467,0.000,54.487,0.000
'2009-06-18',29.135,0.000,31.118,0.000,36.102,0.000,52.764,0.000
'2009-06-19',31.950,0.000,30.139,0.000,34.757,0.000,51.104,0.000
'2009-06-20',28.691,0.000,30.287,0.000,34.588,0.000,51.356,0.000
'2009-06-21',30.805,0.000,29.334,0.000,33.287,0.000,49.740,0.000
'2009-06-22',84.323,58.981,31.399,0.000,41.778,6.012,53.241,0.000
'2009-06-23',58.931,17.120,33.397,0.000,41.410,1.745,56.630,0.000
'2009-06-24',27.307,0.000,33.326,0.000,39.910,0.000,56.509,0.000
'2009-06-25',38.516,0.000,33.243,0.000,39.195,0.000,56.368,0.000
'2009-06-26',27.641,0.000,32.172,0.000,38.071,0.000,54.552,0.000
'2009-06-27',35.180,0.000,31.135,0.000,36.939,0.000,52.793,0.000
'2009-06-28',26.670,0.000,30.131,0.000,36.004,0.000,51.092,0.000
'2009-06-29',32.301,0.000,29.200,0.000,34.776,0.000,49.513,0.000
'2009-06-30',25.822,0.000,28.480,0.000,34.136,0.000,48.291,0.000
'2009-07-01',31.208,0.000,28.917,0.000,34.518,0.000,49.033,0.000
'2009-07-02',26.384,0.000,28.344,0.000,33.692,0.000,48.061,0.000
'2009-07-03',29.460,0.000,27.695,0.000,32.815,0.000,46.960,0.000
'2009-07-04',25.488,0.000,26.977,0.000,32.037,0.000,45.744,0.000
'2009-07-05',27.480,0.000,26.110,0.000,30.993,0.000,44.273,0.000
'2009-07-06',24.264,0.000,25.408,0.000,29.705,0.000,43.083,0.000
'2009-07-07',25.654,0.000,24.589,0.000,28.744,0.000,41.694,0.000
'2009-07-08',27.215,1.641,26.807,0.000,32.753,0.167,45.455,0.000
'2009-07-09',27.321,0.000,26.055,0.000,31.535,0.000,44.180,0.000
'2009-07-10',24.173,0.000,25.215,0.000,30.491,0.000,42.756,0.000
'2009-07-11',25.461,0.000,24.493,0.000,29.673,0.000,41.531,0.000
'2009-07-12',22.930,0.000,23.716,0.000,28.477,0.000,40.214,0.000
'2009-07-13',23.832,0.000,23.095,0.000,27.610,0.000,39.160,0.000
'2009-07-14',21.765,0.000,22.352,0.000,26.564,0.000,37.901,0.000
'2009-07-15',22.330,0.000,21.771,0.000,25.844,0.000,36.916,0.000
'2009-07-16',20.635,0.000,21.069,0.000,24.844,0.000,35.726,0.000
'2009-07-17',20.846,0.000,20.415,0.000,23.940,0.000,34.616,0.000
'2009-07-18',19.477,0.000,19.807,0.000,23.051,0.000,33.585,0.000
'2009-07-19',19.507,0.000,19.169,0.000,22.207,0.000,32.503,0.000
'2009-07-20',18.362,0.000,18.615,0.000,21.754,0.000,31.565,0.000
'2009-07-21',18.345,0.000,18.082,0.000,21.314,0.000,30.661,0.000
'2009-07-22',19.245,0.000,19.593,0.000,26.923,0.000,33.222,0.000
'2009-07-23',19.421,0.000,19.076,0.000,26.352,0.000,32.346,0.000
'2009-07-24',18.208,0.000,18.461,0.000,25.366,0.000,31.304,0.000
'2009-07-25',18.135,0.000,17.866,0.000,24.433,0.000,30.295,0.000
'2009-07-26',17.100,0.000,17.290,0.000,23.456,0.000,29.318,0.000
'2009-07-27',16.943,0.000,16.733,0.000,22.395,0.000,28.373,0.000
'2009-07-28',16.055,0.000,16.197,0.000,21.549,0.000,27.464,0.000
'2009-07-29',15.841,0.000,15.676,0.000,20.588,0.000,26.582,0.000
'2009-07-30',15.067,0.000,15.171,0.000,20.045,0.000,25.725,0.000
'2009-07-31',14.812,0.000,14.682,0.000,19.211,0.000,24.896,0.000
'2009-08-01',14.134,0.000,14.210,0.000,18.553,0.000,24.096,0.000
'2009-08-02',13.855,0.000,13.752,0.000,17.718,0.000,23.319,0.000
'2009-08-03',13.255,0.000,13.310,0.000,17.002,0.000,22.569,0.000
'2009-08-04',12.963,0.000,12.881,0.000,16.329,0.000,21.842,0.000
'2009-08-05',12.428,0.000,12.467,0.000,15.801,0.000,21.140,0.000
'2009-08-06',12.251,0.000,12.195,0.000,15.821,0.000,20.678,0.000
'2009-08-07',11.865,0.000,11.890,0.000,15.895,0.000,20.161,0.000
'2009-08-08',11.740,0.000,11.703,0.000,16.414,0.000,19.844,0.000
'2009-08-09',11.369,0.000,11.376,0.000,16.167,0.000,19.289,0.000
'2009-08-10',11.045,0.000,11.011,0.000,15.607,0.000,18.671,0.000
'2009-08-11',10.717,0.000,10.725,0.000,15.266,0.000,18.185,0.000
'2009-08-12',10.413,0.000,10.379,0.000,14.734,0.000,17.599,0.000
'2009-08-13',10.150,0.000,10.162,0.000,14.716,0.000,17.232,0.000
'2009-08-14',10.877,0.000,10.926,0.000,20.331,0.000,18.526,0.000
'2009-08-15',10.649,0.000,10.579,0.000,19.586,0.000,17.939,0.000
'2009-08-16',10.739,0.000,10.819,0.000,20.908,0.000,18.346,0.000
'2009-08-17',11.001,0.000,10.941,0.000,21.744,0.000,18.552,0.000
'2009-08-18',10.606,0.000,10.635,0.000,21.154,0.000,18.033,0.000
'2009-08-19',10.547,0.000,10.512,0.000,21.027,0.000,17.825,0.000
'2009-08-20',10.230,0.000,10.240,0.000,20.638,0.000,17.363,0.000
'2009-08-21',10.515,0.000,10.529,0.000,22.040,0.000,17.854,0.000
'2009-08-22',10.236,0.000,10.198,0.000,21.472,0.000,17.292,0.000
'2009-08-23',10.667,0.000,10.743,0.000,23.321,0.000,18.217,0.000
'2009-08-24',12.955,0.000,13.070,0.000,29.727,0.000,22.162,0.000
'2009-08-25',15.510,0.000,15.608,0.000,33.105,0.000,26.466,0.000
'2009-08-26',15.650,0.000,15.561,0.000,32.488,0.000,26.385,0.000
'2009-08-27',15.020,0.000,15.059,0.000,31.279,0.000,25.535,0.000
'2009-08-28',14.646,0.000,14.574,0.000,29.836,0.000,24.712,0.000
'2009-08-29',14.086,0.000,14.113,0.000,28.686,0.000,23.930,0.000
'2009-08-30',14.331,0.000,14.324,0.000,28.679,0.000,24.288,0.000
'2009-08-31',16.330,0.000,16.507,0.000,31.792,0.000,27.990,0.000
'2009-09-01',16.171,0.000,15.975,0.000,30.126,0.000,27.088,0.000
'2009-09-02',15.331,0.000,15.462,0.000,28.596,0.000,26.219,0.000
'2009-09-03',15.131,0.000,14.978,0.000,27.214,0.000,25.398,0.000
'2009-09-04',14.813,0.000,14.945,0.000,26.971,0.000,25.341,0.000
'2009-09-05',15.323,0.000,15.231,0.000,27.481,0.000,25.826,0.000
'2009-09-06',14.699,0.000,14.742,0.000,26.413,0.000,24.997,0.000
'2009-09-07',14.447,0.000,14.381,0.000,25.265,0.000,24.385,0.000
'2009-09-08',13.931,0.000,13.955,0.000,24.428,0.000,23.662,0.000
'2009-09-09',13.575,0.000,13.520,0.000,23.547,0.000,22.926,0.000
'2009-09-10',13.391,0.000,13.432,0.000,23.431,0.000,22.776,0.000
'2009-09-11',13.071,0.000,13.001,0.000,22.626,0.000,22.045,0.000
'2009-09-12',12.553,0.000,12.582,0.000,21.550,0.000,21.334,0.000
'2009-09-13',12.238,0.000,12.182,0.000,20.900,0.000,20.657,0.000
'2009-09-14',12.024,0.000,12.064,0.000,20.755,0.000,20.456,0.000
'2009-09-15',13.345,0.000,13.416,0.000,25.661,0.000,22.749,0.000
'2009-09-16',15.361,0.000,15.458,0.000,30.438,0.000,26.212,0.000
'2009-09-17',17.231,0.000,17.288,0.000,33.011,0.000,29.315,0.000
'2009-09-18',33.681,15.274,19.741,0.000,36.821,1.557,33.474,0.000
'2009-09-19',22.423,0.000,20.089,0.000,35.232,0.000,34.065,0.000
'2009-09-20',17.453,0.000,19.445,0.000,33.708,0.000,32.971,0.000
'2009-09-21',20.655,0.000,18.867,0.000,32.084,0.000,31.992,0.000
'2009-09-22',16.839,0.000,18.364,0.000,30.975,0.000,31.140,0.000
'2009-09-23',19.153,0.000,17.773,0.000,29.609,0.000,30.136,0.000
'2009-09-24',16.036,0.000,17.200,0.000,27.970,0.000,29.165,0.000
'2009-09-25',17.710,0.000,16.649,0.000,26.582,0.000,28.231,0.000
'2009-09-26',15.259,0.000,16.149,0.000,25.575,0.000,27.382,0.000
'2009-09-27',16.450,0.000,15.632,0.000,24.375,0.000,26.506,0.000
'2009-09-28',14.451,0.000,15.128,0.000,23.365,0.000,25.652,0.000
'2009-09-29',15.271,0.000,14.640,0.000,22.498,0.000,24.825,0.000
'2009-09-30',13.654,0.000,14.168,0.000,21.496,0.000,24.025,0.000
'2009-10-01',14.224,0.000,13.740,0.000,20.488,0.000,23.298,0.000
'2009-10-02',13.310,0.000,13.733,0.000,21.133,0.000,23.286,0.000
