date,Qsim,Quz,Qlz,SP,SM,UZ,LZ,WC
'2009-12-13',10.165,0.000,9.785,0.000,92.013,0.000,7.028,0.000
'2009-12-14',9.434,0.000,9.088,0.000,90.600,0.000,6.527,0.000
'2009-12-15',8.804,0.000,8.524,0.000,89.074,0.000,6.122,0.000
'2009-12-16',8.232,0.000,7.944,0.000,87.837,0.000,5.706,0.000
'2009-12-17',7.716,0.000,7.490,0.000,86.708,0.000,5.380,0.000
'2009-12-18',15.398,9.626,13.558,0.000,96.118,0.130,9.737,0.000
'2009-12-19',55.136,67.413,19.183,0.000,108.014,0.908,13.778,0.000
'2009-12-20',52.692,0.000,19.308,0.000,107.183,0.000,13.867,0.000
'2009-12-21',20.977,0.000,22.621,0.000,108.931,0.000,16.247,0.000
'2009-12-22',21.819,0.000,21.029,0.000,108.018,0.000,15.103,0.000
'2009-12-23',20.343,0.000,19.668,0.000,107.052,0.000,14.126,0.000
'2009-12-24',18.998,0.000,18.339,0.000,105.918,0.000,13.171,0.000
'2009-12-25',54.194,65.883,23.615,0.000,113.200,0.887,16.961,0.000
'2009-12-26',80.653,43.436,28.507,0.000,116.302,0.585,20.474,0.000
'2009-12-27',71.025,37.078,33.043,0.000,118.882,0.499,23.732,0.000
'2009-12-28',50.570,0.000,31.319,0.000,117.960,0.000,22.494,0.000
'2009-12-29',30.279,0.000,29.255,0.000,116.620,0.000,21.011,0.000
'2009-12-30',28.187,0.000,27.136,0.000,115.191,0.000,19.489,0.000
'2009-12-31',26.273,0.000,25.423,0.000,113.708,0.000,18.259,0.000
'2010-01-01',24.723,0.000,24.033,0.000,111.939,0.000,17.260,0.000
'2010-01-02',23.292,0.000,22.562,0.000,110.292,0.000,16.204,0.000
'2010-01-03',21.771,0.000,20.993,0.000,108.260,0.000,15.077,0.000
'2010-01-04',20.224,0.000,19.468,0.000,106.280,0.000,13.982,0.000
'2010-01-05',18.883,0.000,18.308,0.000,104.445,0.000,13.149,0.000
'2010-01-06',17.656,0.000,17.015,0.000,102.690,0.000,12.220,0.000
'2010-01-07',16.392,0.000,15.779,0.000,101.349,0.000,11.333,0.000
'2010-01-08',15.217,0.000,14.664,0.000,99.894,0.000,10.531,0.000
'2010-01-09',14.132,0.000,13.609,0.000,98.364,0.000,9.774,0.000
'2010-01-10',13.451,0.000,13.296,0.000,97.781,0.000,9.549,0.000
'2010-01-11',13.006,0.000,12.720,0.000,97.111,0.000,9.135,0.000
'2010-01-12',12.255,0.000,11.797,0.000,95.993,0.000,8.473,0.000
'2010-01-13',11.570,0.000,11.346,0.000,94.997,0.000,8.149,0.000
'2010-01-14',11.034,0.000,10.726,0.000,93.650,0.000,7.704,0.000
'2010-01-15',10.355,0.000,9.990,0.000,91.875,0.000,7.175,0.000
'2010-01-16',9.623,0.000,9.262,0.000,90.455,0.000,6.652,0.000
'2010-01-17',8.936,0.000,8.614,0.000,89.220,0.000,6.187,0.000
'2010-01-18',8.357,0.000,8.104,0.000,88.173,0.000,5.821,0.000
'2010-01-19',7.814,0.000,7.528,0.000,86.708,0.000,5.407,0.000
'2010-01-20',7.281,0.000,7.037,0.000,85.546,0.000,5.054,0.000
'2010-01-21',6.856,0.000,6.678,0.000,84.205,0.000,4.796,0.000
'2010-01-22',6.747,0.000,6.815,0.000,83.445,0.000,4.895,0.000
'2010-01-23',7.140,0.000,7.460,0.000,83.900,0.000,5.358,0.000
'2010-01-24',8.024,0.000,8.579,0.000,85.543,0.000,6.162,0.000
'2010-01-25',8.643,0.000,8.706,0.000,85.743,0.000,6.253,0.000
'2010-01-26',8.455,0.000,8.208,0.000,84.722,0.000,5.895,0.000
'2010-01-27',8.529,0.000,8.845,0.000,85.527,0.000,6.353,0.000
'2010-01-28',10.205,0.000,11.544,0.000,88.949,0.000,8.291,0.000
'2010-01-29',11.175,0.000,10.812,0.000,87.905,0.000,7.765,0.000
'2010-01-30',10.421,0.000,10.035,0.000,86.327,0.000,7.207,0.000
'2010-01-31',9.670,0.000,9.311,0.000,85.134,0.000,6.687,0.000
'2010-02-01',8.981,0.000,8.656,0.000,83.504,0.000,6.217,0.000
'2010-02-02',8.347,0.000,8.042,0.000,82.305,0.000,5.776,0.000
'2010-02-03',7.753,0.000,7.469,0.000,81.060,0.000,5.364,0.000
'2010-02-04',7.196,0.000,6.927,0.000,79.756,0.000,4.975,0.000
'2010-02-05',6.746,0.000,6.568,0.000,78.672,0.000,4.717,0.000
'2010-02-06',7.216,0.000,7.854,0.000,81.007,0.000,5.641,0.000
'2010-02-07',7.642,0.000,7.432,0.000,80.727,0.000,5.338,0.000
'2010-02-08',7.188,0.000,6.947,0.000,79.794,0.000,4.989,0.000
'2010-02-09',7.554,0.000,8.152,0.000,81.757,0.000,5.855,0.000
'2010-02-10',7.920,0.000,7.692,0.000,81.104,0.000,5.524,0.000
'2010-02-11',7.446,0.000,7.204,0.000,80.072,0.000,5.174,0.000
'2010-02-12',6.939,0.000,6.678,0.000,78.751,0.000,4.797,0.000
'2010-02-13',6.447,0.000,6.218,0.000,77.247,0.000,4.466,0.000
'2010-02-14',6.903,0.000,7.578,0.000,79.522,0.000,5.443,0.000
'2010-02-15',7.301,0.000,7.029,0.000,78.334,0.000,5.048,0.000
'2010-02-16',6.794,0.000,6.563,0.000,77.240,0.000,4.714,0.000
'2010-02-17',6.334,0.000,6.108,0.000,76.441,0.000,4.387,0.000
'2010-02-18',5.888,0.000,5.671,0.000,75.069,0.000,4.073,0.000
'2010-02-19',5.479,0.000,5.290,0.000,73.645,0.000,3.799,0.000
'2010-02-20',5.148,0.000,5.008,0.000,72.906,0.000,3.597,0.000
'2010-02-21',5.289,0.000,5.567,0.000,73.889,0.000,3.998,0.000
'2010-02-22',5.503,0.000,5.440,0.000,73.501,0.000,3.907,0.000
'2010-02-23',8.555,0.000,11.622,0.000,86.728,0.000,8.347,0.000
'2010-02-24',11.694,0.000,11.764,0.000,87.121,0.000,8.449,0.000
'2010-02-25',13.518,0.000,15.245,0.000,91.955,0.000,10.949,0.000
'2010-02-26',17.678,0.000,20.073,0.000,97.788,0.000,14.417,0.000
'2010-02-27',19.405,0.000,18.747,0.000,96.340,0.000,13.464,0.000
'2010-02-28',18.070,0.000,17.403,0.000,94.311,0.000,12.499,0.000
'2010-03-01',16.770,0.000,16.147,0.000,92.933,0.000,11.597,0.000
'2010-03-02',16.049,0.000,15.952,0.000,92.609,0.000,11.457,0.000
'2010-03-03',15.785,0.000,15.621,0.000,92.309,0.000,11.219,0.000
'2010-03-04',15.049,0.000,14.486,0.000,91.077,0.000,10.404,0.000
'2010-03-05',13.956,0.000,13.434,0.000,89.733,0.000,9.649,0.000
'2010-03-06',14.352,0.000,15.256,0.000,91.988,0.000,10.957,0.000
'2010-03-07',14.977,0.000,14.702,0.000,91.085,0.000,10.559,0.000
'2010-03-08',14.270,0.000,13.845,0.000,89.646,0.000,9.943,0.000
'2010-03-09',13.684,0.000,13.527,0.000,89.286,0.000,9.715,0.000
'2010-03-10',15.875,0.000,18.187,0.000,95.241,0.000,13.062,0.000
'2010-03-11',20.111,0.000,22.005,0.000,98.967,0.000,15.804,0.000
'2010-03-12',21.211,0.000,20.429,0.000,97.532,0.000,14.672,0.000
'2010-03-13',19.720,0.000,19.021,0.000,96.127,0.000,13.661,0.000
'2010-03-14',20.929,0.000,22.808,0.000,99.805,0.000,16.380,0.000
'2010-03-15',21.984,0.000,21.174,0.000,97.761,0.000,15.207,0.000
'2010-03-16',20.458,0.000,19.753,0.000,96.034,0.000,14.187,0.000
'2010-03-17',19.685,0.000,19.617,0.000,95.696,0.000,14.089,0.000
'2010-03-18',19.340,0.000,19.067,0.000,95.604,0.000,13.694,0.000
'2010-03-19',18.382,0.000,17.707,0.000,94.541,0.000,12.717,0.000
'2010-03-20',17.453,0.000,17.202,0.000,94.009,0.000,12.355,0.000
'2010-03-21',16.570,0.000,15.948,0.000,92.583,0.000,11.454,0.000
'2010-03-22',15.767,0.000,15.588,0.000,92.137,0.000,11.196,0.000
'2010-03-23',15.396,0.000,15.206,0.000,91.718,0.000,10.921,0.000
'2010-03-24',15.069,0.000,14.934,0.000,91.236,0.000,10.726,0.000
'2010-03-25',14.397,0.000,13.869,0.000,89.064,0.000,9.961,0.000
'2010-03-26',13.717,0.000,13.567,0.000,88.650,0.000,9.744,0.000
'2010-03-27',13.074,0.000,12.589,0.000,87.742,0.000,9.042,0.000
'2010-03-28',12.142,0.000,11.701,0.000,86.214,0.000,8.404,0.000
'2010-03-29',11.470,0.000,11.243,0.000,85.557,0.000,8.074,0.000
'2010-03-30',12.344,0.000,13.429,0.000,88.671,0.000,9.645,0.000
'2010-03-31',13.021,0.000,12.619,0.000,87.807,0.000,9.063,0.000
'2010-04-01',12.332,0.000,12.050,0.000,86.982,0.000,8.654,0.000
'2010-04-02',12.095,0.000,12.140,0.000,86.936,0.000,8.719,0.000
'2010-04-03',12.455,0.000,12.766,0.000,87.855,0.000,9.168,0.000
'2010-04-04',12.572,0.000,12.381,0.000,87.805,0.000,8.892,0.000
'2010-04-05',25.816,20.953,18.092,0.000,97.947,0.282,12.994,0.000
'2010-04-06',30.936,0.000,22.952,0.000,102.095,0.000,16.484,0.000
'2010-04-07',42.661,34.175,27.892,0.000,108.569,0.460,20.032,0.000
'2010-04-08',117.218,139.049,32.473,0.000,118.314,1.873,23.322,0.000
'2010-04-09',125.709,43.881,36.719,0.000,120.147,0.591,26.372,0.000
'2010-04-10',57.754,0.000,35.260,0.000,119.065,0.000,25.324,0.000
'2010-04-11',137.191,198.253,39.303,0.000,126.954,2.670,28.228,0.000
'2010-04-12',139.264,0.000,42.482,0.000,126.367,0.000,30.511,0.000
'2010-04-13',43.188,0.000,43.883,0.000,126.066,0.000,31.517,0.000
'2010-04-14',87.752,83.649,47.298,0.000,128.001,1.127,33.970,0.000
'2010-04-15',89.014,0.000,47.725,0.000,127.226,0.000,34.276,0.000
'2010-04-16',49.296,0.000,50.842,0.000,127.386,0.000,36.515,0.000
'2010-04-17',49.563,0.000,48.304,0.000,126.221,0.000,34.692,0.000
'2010-04-18',46.691,0.000,45.102,0.000,124.308,0.000,32.392,0.000
'2010-04-19',95.789,97.269,48.428,0.000,126.932,1.310,34.781,0.000
'2010-04-20',95.825,0.000,46.719,0.000,125.403,0.000,33.554,0.000
