date,Qsim,Quz,Qlz,SP,SM,UZ,LZ,WC
'2009-12-13',9.766,0.000,9.713,0.000,78.479,0.000,6.428,0.000
'2009-12-14',9.017,0.000,8.969,0.000,77.254,0.000,5.935,0.000
'2009-12-15',8.422,0.000,8.384,0.000,75.916,0.000,5.549,0.000
'2009-12-16',7.817,0.000,7.777,0.000,74.838,0.000,5.147,0.000
'2009-12-17',7.353,0.000,7.323,0.000,73.851,0.000,4.847,0.000
'2009-12-18',18.143,6.623,12.274,0.000,81.165,2.488,8.123,0.000
'2009-12-19',36.386,20.769,16.835,0.000,90.728,7.802,11.141,0.000
'2009-12-20',30.984,9.485,21.038,0.000,90.077,3.563,13.923,0.000
'2009-12-21',32.185,7.391,24.910,0.000,91.607,2.776,16.485,0.000
'2009-12-22',27.230,0.000,26.877,0.000,90.851,0.000,17.786,0.000
'2009-12-23',25.072,0.000,24.946,0.000,90.057,0.000,16.509,0.000
'2009-12-24',23.216,0.000,23.095,0.000,89.121,0.000,15.284,0.000
'2009-12-25',38.922,13.219,26.806,0.000,95.277,4.966,17.740,0.000
'2009-12-26',47.897,18.221,30.225,0.000,98.134,6.845,20.002,0.000
'2009-12-27',54.907,21.983,33.375,0.000,100.624,8.258,22.087,0.000
'2009-12-28',46.860,9.991,36.277,0.000,99.876,3.753,24.007,0.000
'2009-12-29',39.351,0.000,38.868,0.000,98.755,0.000,25.722,0.000
'2009-12-30',36.024,0.000,35.825,0.000,97.544,0.000,23.709,0.000
'2009-12-31',33.444,0.000,33.278,0.000,96.272,0.000,22.023,0.000
'2010-01-01',31.275,0.000,31.135,0.000,94.756,0.000,20.605,0.000
'2010-01-02',29.119,0.000,28.978,0.000,93.350,0.000,19.177,0.000
'2010-01-03',26.922,0.000,26.779,0.000,91.592,0.000,17.722,0.000
'2010-01-04',24.816,0.000,24.680,0.000,89.881,0.000,16.332,0.000
'2010-01-05',23.126,0.000,23.018,0.000,88.297,0.000,15.233,0.000
'2010-01-06',21.369,0.000,21.254,0.000,86.798,0.000,14.065,0.000
'2010-01-07',19.697,0.000,19.588,0.000,85.656,0.000,12.963,0.000
'2010-01-08',18.184,0.000,18.086,0.000,84.404,0.000,11.969,0.000
'2010-01-09',16.772,0.000,16.681,0.000,83.092,0.000,11.039,0.000
'2010-01-10',16.179,0.000,16.145,0.000,82.581,0.000,10.684,0.000
'2010-01-11',15.379,0.000,15.325,0.000,82.013,0.000,10.142,0.000
'2010-01-12',14.204,0.000,14.126,0.000,81.059,0.000,9.348,0.000
'2010-01-13',13.532,0.000,13.491,0.000,80.192,0.000,8.928,0.000
'2010-01-14',12.726,0.000,12.673,0.000,79.012,0.000,8.387,0.000
'2010-01-15',11.792,0.000,11.731,0.000,77.472,0.000,7.763,0.000
'2010-01-16',10.869,0.000,10.809,0.000,76.263,0.000,7.153,0.000
'2010-01-17',10.045,0.000,9.992,0.000,75.206,0.000,6.613,0.000
'2010-01-18',9.393,0.000,9.351,0.000,74.303,0.000,6.189,0.000
'2010-01-19',8.681,0.000,8.635,0.000,73.050,0.000,5.714,0.000
'2010-01-20',8.067,0.000,8.028,0.000,72.047,0.000,5.313,0.000
'2010-01-21',7.620,0.000,7.592,0.000,70.866,0.000,5.024,0.000
'2010-01-22',7.781,0.000,7.794,0.000,70.133,0.000,5.158,0.000
'2010-01-23',8.597,0.000,8.652,0.000,70.409,0.000,5.726,0.000
'2010-01-24',10.007,0.000,10.101,0.000,71.671,0.000,6.685,0.000
'2010-01-25',10.244,0.000,10.254,0.000,71.790,0.000,6.786,0.000
'2010-01-26',9.661,0.000,9.620,0.000,70.911,0.000,6.366,0.000
'2010-01-27',10.376,0.000,10.429,0.000,71.496,0.000,6.901,0.000
'2010-01-28',13.586,0.000,13.807,0.000,74.144,0.000,9.137,0.000
'2010-01-29',12.916,0.000,12.854,0.000,73.259,0.000,8.507,0.000
'2010-01-30',11.922,0.000,11.857,0.000,71.915,0.000,7.847,0.000
'2010-01-31',10.994,0.000,10.934,0.000,70.898,0.000,7.236,0.000
'2010-02-01',10.159,0.000,10.105,0.000,69.497,0.000,6.687,0.000
'2010-02-02',9.382,0.000,9.331,0.000,68.478,0.000,6.175,0.000
'2010-02-03',8.661,0.000,8.614,0.000,67.415,0.000,5.701,0.000
'2010-02-04',7.985,0.000,7.941,0.000,66.299,0.000,5.255,0.000
'2010-02-05',7.537,0.000,7.509,0.000,65.361,0.000,4.969,0.000
'2010-02-06',9.150,0.000,9.264,0.000,67.188,0.000,6.131,0.000
'2010-02-07',8.766,0.000,8.731,0.000,66.954,0.000,5.778,0.000
'2010-02-08',8.158,0.000,8.118,0.000,66.166,0.000,5.372,0.000
'2010-02-09',9.620,0.000,9.725,0.000,67.697,0.000,6.436,0.000
'2010-02-10',9.171,0.000,9.133,0.000,67.155,0.000,6.044,0.000
'2010-02-11',8.549,0.000,8.508,0.000,66.287,0.000,5.631,0.000
'2010-02-12',7.883,0.000,7.839,0.000,65.169,0.000,5.188,0.000
'2010-02-13',7.296,0.000,7.258,0.000,63.891,0.000,4.803,0.000
'2010-02-14',8.997,0.000,9.118,0.000,65.659,0.000,6.034,0.000
'2010-02-15',8.452,0.000,8.405,0.000,64.661,0.000,5.563,0.000
'2010-02-16',7.846,0.000,7.807,0.000,63.751,0.000,5.166,0.000
'2010-02-17',7.261,0.000,7.223,0.000,63.090,0.000,4.780,0.000
'2010-02-18',6.703,0.000,6.667,0.000,61.932,0.000,4.412,0.000
'2010-02-19',6.218,0.000,6.187,0.000,60.723,0.000,4.094,0.000
'2010-02-20',5.867,0.000,5.844,0.000,60.104,0.000,3.868,0.000
'2010-02-21',6.621,0.000,6.675,0.000,60.831,0.000,4.417,0.000
'2010-02-22',6.545,0.000,6.536,0.000,60.493,0.000,4.325,0.000
'2010-02-23',16.790,5.957,11.548,0.000,71.024,2.238,7.642,0.000
'2010-02-24',15.120,0.000,14.954,0.000,71.345,0.000,9.896,0.000
'2010-02-25',18.751,0.000,19.016,0.000,75.290,0.000,12.584,0.000
'2010-02-26',24.881,2.242,23.047,0.000,80.110,0.842,15.252,0.000
'2010-02-27',22.737,0.000,22.559,0.000,78.912,0.000,14.929,0.000
'2010-02-28',20.924,0.000,20.810,0.000,77.220,0.000,13.772,0.000
'2010-03-01',19.294,0.000,19.189,0.000,76.077,0.000,12.699,0.000
'2010-03-02',18.832,0.000,18.807,0.000,75.805,0.000,12.446,0.000
'2010-03-03',18.320,0.000,18.286,0.000,75.568,0.000,12.101,0.000
'2010-03-04',16.946,0.000,16.853,0.000,74.558,0.000,11.153,0.000
'2010-03-05',15.619,0.000,15.533,0.000,73.446,0.000,10.279,0.000
'2010-03-06',17.479,0.000,17.615,0.000,75.284,0.000,11.657,0.000
'2010-03-07',16.924,0.000,16.875,0.000,74.526,0.000,11.168,0.000
'2010-03-08',15.868,0.000,15.798,0.000,73.327,0.000,10.455,0.000
'2010-03-09',15.399,0.000,15.371,0.000,73.031,0.000,10.172,0.000
'2010-03-10',21.198,1.915,19.689,0.000,77.901,0.719,13.030,0.000
'2010-03-11',25.495,2.099,23.667,0.000,81.033,0.788,15.663,0.000
'2010-03-12',23.119,0.000,22.935,0.000,79.849,0.000,15.178,0.000
'2010-03-13',21.334,0.000,21.222,0.000,78.695,0.000,14.044,0.000
'2010-03-14',25.231,0.431,25.080,0.000,81.775,0.162,16.597,0.000
'2010-03-15',23.504,0.000,23.364,0.000,80.061,0.000,15.462,0.000
'2010-03-16',21.774,0.000,21.664,0.000,78.621,0.000,14.337,0.000
'2010-03-17',21.436,0.000,21.420,0.000,78.356,0.000,14.175,0.000
'2010-03-18',20.768,0.000,20.723,0.000,78.312,0.000,13.714,0.000
'2010-03-19',19.232,0.000,19.128,0.000,77.449,0.000,12.658,0.000
'2010-03-20',18.555,0.000,18.515,0.000,77.026,0.000,12.253,0.000
'2010-03-21',17.154,0.000,17.059,0.000,75.854,0.000,11.289,0.000
'2010-03-22',16.670,0.000,16.643,0.000,75.488,0.000,11.014,0.000
'2010-03-23',16.236,0.000,16.207,0.000,75.144,0.000,10.726,0.000
'2010-03-24',15.923,0.000,15.904,0.000,74.727,0.000,10.525,0.000
'2010-03-25',14.761,0.000,14.681,0.000,72.897,0.000,9.716,0.000
'2010-03-26',14.388,0.000,14.368,0.000,72.563,0.000,9.508,0.000
'2010-03-27',13.324,0.000,13.251,0.000,71.817,0.000,8.769,0.000
'2010-03-28',12.310,0.000,12.245,0.000,70.554,0.000,8.103,0.000
'2010-03-29',11.793,0.000,11.762,0.000,70.003,0.000,7.784,0.000
'2010-03-30',14.334,0.000,14.513,0.000,72.520,0.000,9.604,0.000
'2010-03-31',13.634,0.000,13.573,0.000,71.818,0.000,8.982,0.000
'2010-04-01',12.968,0.000,12.925,0.000,71.138,0.000,8.554,0.000
'2010-04-02',13.069,0.000,13.079,0.000,71.081,0.000,8.655,0.000
'2010-04-03',13.821,0.000,13.873,0.000,71.838,0.000,9.181,0.000
'2010-04-04',13.464,0.000,13.436,0.000,71.799,0.000,8.892,0.000
'2010-04-05',24.856,7.747,17.906,0.000,80.088,2.910,11.850,0.000
'2010-04-06',29.914,8.186,22.024,0.000,83.633,3.075,14.575,0.000
'2010-04-07',40.273,15.155,25.819,0.000,89.259,5.693,17.087,0.000
'2010-04-08',63.340,35.583,29.315,0.000,98.079,13.368,19.400,0.000
'2010-04-09',67.239,34.865,32.537,0.000,100.086,13.098,21.532,0.000
'2010-04-10',58.010,21.850,35.505,0.000,99.230,8.208,23.497,0.000
'2010-04-11',85.563,49.289,38.240,0.000,107.158,18.516,25.306,0.000
'2010-04-12',79.055,37.705,40.760,0.000,106.848,14.165,26.974,0.000
'2010-04-13',74.026,30.635,43.082,0.000,106.890,11.509,28.511,0.000
'2010-04-14',84.229,39.741,45.221,0.000,109.336,14.929,29.926,0.000
'2010-04-15',76.914,29.162,47.192,0.000,108.839,10.955,31.231,0.000
'2010-04-16',75.644,26.586,49.008,0.000,109.320,9.988,32.432,0.000
'2010-04-17',67.053,15.777,50.681,0.000,108.407,5.927,33.540,0.000
'2010-04-18',57.862,5.040,52.223,0.000,106.763,1.893,34.560,0.000
'2010-04-19',72.648,20.077,53.643,0.000,109.597,7.542,35.500,0.000
'2010-04-20',64.100,8.477,54.952,0.000,108.284,3.185,36.366,0.000
