date,Qsim,Quz,Qlz,SP,SM,UZ,LZ,WC
'2009-02-01',34.821,35.042,14.281,0.000,178.241,6.108,21.349,0.000
'2009-02-02',39.261,13.635,15.777,0.000,177.844,2.377,23.585,0.000
'2009-02-03',23.030,0.000,16.784,0.000,177.136,0.000,25.090,0.000
'2009-02-04',16.900,0.000,17.013,0.000,178.311,0.000,25.433,0.000
'2009-02-05',16.736,0.000,16.465,0.000,177.537,0.000,24.614,0.000
'2009-02-06',16.917,0.000,17.359,0.000,180.755,0.000,25.951,0.000
'2009-02-07',17.279,0.000,17.200,0.000,181.291,0.000,25.713,0.000
'2009-02-08',17.141,0.000,17.083,0.000,181.899,0.000,25.537,0.000
'2009-02-09',16.831,0.000,16.585,0.000,181.557,0.000,24.793,0.000
'2009-02-10',17.147,0.000,17.697,0.000,185.186,0.000,26.456,0.000
'2009-02-11',17.476,0.000,17.260,0.000,184.925,0.000,25.803,0.000
'2009-02-12',19.931,3.899,18.647,0.000,190.891,0.680,27.876,0.000
'2009-02-13',20.603,0.000,18.702,0.000,190.845,0.000,27.957,0.000
'2009-02-14',23.570,8.300,20.036,0.000,197.919,1.447,29.952,0.000
'2009-02-15',24.687,0.000,21.115,0.000,199.362,0.000,31.565,0.000
'2009-02-16',21.057,0.000,21.000,0.000,200.233,0.000,31.393,0.000
'2009-02-17',20.703,0.000,20.412,0.000,200.016,0.000,30.514,0.000
'2009-02-18',20.056,0.000,19.708,0.000,199.110,0.000,29.462,0.000
'2009-02-19',19.940,0.000,20.168,0.000,200.489,0.000,30.149,0.000
'2009-02-20',19.919,0.000,19.675,0.000,200.410,0.000,29.413,0.000
'2009-02-21',19.660,0.000,19.646,0.000,201.062,0.000,29.369,0.000
'2009-02-22',19.370,0.000,19.100,0.000,200.428,0.000,28.552,0.000
'2009-02-23',18.812,0.000,18.531,0.000,199.830,0.000,27.702,0.000
'2009-02-24',23.145,7.791,19.871,0.000,205.321,1.358,29.706,0.000
'2009-02-25',24.210,0.000,20.831,0.000,206.112,0.000,31.140,0.000
'2009-02-26',20.521,0.000,20.218,0.000,205.800,0.000,30.225,0.000
'2009-02-27',20.281,0.000,20.342,0.000,206.707,0.000,30.410,0.000
'2009-02-28',20.153,0.000,19.968,0.000,206.642,0.000,29.851,0.000
'2009-03-01',19.797,0.000,19.628,0.000,206.244,0.000,29.343,0.000
'2009-03-02',19.430,0.000,19.236,0.000,205.890,0.000,28.756,0.000
'2009-03-03',26.794,13.643,20.551,0.000,213.060,2.378,30.721,0.000
'2009-03-04',30.508,5.083,21.818,0.000,214.689,0.886,32.616,0.000
'2009-03-05',24.245,0.000,21.644,0.000,214.068,0.000,32.356,0.000
'2009-03-06',21.346,0.000,21.054,0.000,213.077,0.000,31.474,0.000
'2009-03-07',21.083,0.000,21.112,0.000,213.474,0.000,31.561,0.000
'2009-03-08',20.730,0.000,20.356,0.000,212.147,0.000,30.431,0.000
'2009-03-09',20.339,0.000,20.322,0.000,212.398,0.000,30.380,0.000
'2009-03-10',20.001,0.000,19.686,0.000,211.426,0.000,29.429,0.000
'2009-03-11',19.370,0.000,19.060,0.000,210.453,0.000,28.494,0.000
'2009-03-12',19.408,0.000,19.748,0.000,212.129,0.000,29.522,0.000
'2009-03-13',20.249,0.000,20.738,0.000,214.456,0.000,31.002,0.000
'2009-03-14',20.516,0.000,20.299,0.000,214.623,0.000,30.346,0.000
'2009-03-15',26.897,11.781,21.575,0.000,220.153,2.053,32.254,0.000
'2009-03-16',33.584,11.002,22.805,0.000,222.946,1.918,34.092,0.000
'2009-03-17',28.741,0.000,23.781,0.000,223.045,0.000,35.551,0.000
'2009-03-18',25.032,1.325,24.931,0.000,225.940,0.231,37.269,0.000
'2009-03-19',30.312,8.244,26.038,0.000,229.966,1.437,38.925,0.000
'2009-03-20',30.227,0.000,26.257,0.000,229.886,0.000,39.252,0.000
'2009-03-21',34.060,14.384,27.316,0.000,234.714,2.507,40.835,0.000
'2009-03-22',36.890,3.844,28.337,0.000,235.191,0.670,42.361,0.000
'2009-03-23',39.612,17.567,29.321,0.000,240.050,3.062,43.832,0.000
'2009-03-24',39.278,1.561,30.269,0.000,239.593,0.272,45.249,0.000
'2009-03-25',39.923,16.665,31.182,0.000,244.170,2.905,46.614,0.000
'2009-03-26',49.537,19.130,32.062,0.000,246.606,3.334,47.930,0.000
'2009-03-27',64.763,45.138,32.910,0.000,253.318,7.868,49.198,0.000
'2009-03-28',100.905,89.554,33.727,0.000,263.317,15.610,50.420,0.000
'2009-03-29',141.112,124.052,34.515,0.000,271.919,21.623,51.597,0.000
'2009-03-30',139.175,84.916,35.274,0.000,271.295,14.801,52.731,0.000
'2009-03-31',129.190,101.995,36.005,0.000,276.156,17.778,53.824,0.000
'2009-04-01',134.851,95.059,36.709,0.000,278.944,16.569,54.878,0.000
'2009-04-02',149.082,128.642,37.388,0.000,285.400,22.423,55.893,0.000
'2009-04-03',144.726,85.827,38.043,0.000,284.418,14.960,56.871,0.000
'2009-04-04',107.476,52.755,38.673,0.000,283.559,9.195,57.813,0.000
'2009-04-05',78.429,26.424,39.281,0.000,281.882,4.606,58.721,0.000
'2009-04-06',55.934,6.504,39.866,0.000,280.130,1.134,59.596,0.000
'2009-04-07',42.939,0.000,39.580,0.000,278.938,0.000,59.169,0.000
'2009-04-08',70.337,60.293,40.154,0.000,285.745,10.509,60.027,0.000
'2009-04-09',86.858,32.846,40.708,0.000,285.441,5.725,60.855,0.000
'2009-04-10',70.290,25.853,41.241,0.000,285.462,4.506,61.652,0.000
'2009-04-11',103.854,98.085,41.755,0.000,292.770,17.097,62.421,0.000
'2009-04-12',163.015,143.453,42.250,0.000,298.167,25.004,63.161,0.000
'2009-04-13',161.854,95.779,42.728,0.000,296.814,16.695,63.874,0.000
'2009-04-14',122.281,63.208,43.188,0.000,296.034,11.018,64.562,0.000
'2009-04-15',117.676,85.089,43.631,0.000,298.917,14.831,65.224,0.000
'2009-04-16',111.637,50.856,44.058,0.000,296.884,8.864,65.863,0.000
'2009-04-17',82.089,25.065,44.469,0.000,295.406,4.369,66.478,0.000
'2009-04-18',59.874,5.551,44.866,0.000,294.036,0.968,67.070,0.000
'2009-04-19',47.193,0.000,44.038,0.000,292.552,0.000,65.833,0.000
'2009-04-20',43.233,0.000,42.444,0.000,290.862,0.000,63.451,0.000
'2009-04-21',42.191,0.000,41.942,0.000,289.899,0.000,62.701,0.000
'2009-04-22',41.171,0.000,40.416,0.000,289.041,0.000,60.418,0.000
'2009-04-23',39.726,0.000,39.050,0.000,287.555,0.000,58.376,0.000
'2009-04-24',61.284,43.407,39.644,0.000,291.121,7.566,59.264,0.000
'2009-04-25',71.373,19.726,40.216,0.000,289.589,3.438,60.119,0.000
'2009-04-26',51.555,2.577,40.767,0.000,288.327,0.449,60.944,0.000
'2009-04-27',41.446,0.000,39.587,0.000,287.217,0.000,59.179,0.000
'2009-04-28',38.895,0.000,38.217,0.000,285.434,0.000,57.132,0.000
'2009-04-29',37.726,0.000,37.244,0.000,284.487,0.000,55.677,0.000
'2009-04-30',63.860,52.013,37.904,0.000,290.058,9.066,56.663,0.000
'2009-05-01',77.141,26.094,38.539,0.000,289.279,4.548,57.613,0.000
'2009-05-02',103.072,101.551,39.151,0.000,296.296,17.701,58.528,0.000
'2009-05-03',178.241,175.248,39.742,0.000,303.691,30.546,59.410,0.000
'2009-05-04',191.776,128.740,40.310,0.000,303.466,22.440,60.260,0.000
'2009-05-05',147.976,86.488,40.858,0.000,302.526,15.075,61.079,0.000
'2009-05-06',120.305,72.027,41.386,0.000,302.535,12.555,61.869,0.000
'2009-05-07',115.708,76.061,41.895,0.000,303.613,13.258,62.629,0.000
'2009-05-08',111.226,62.254,42.385,0.000,303.693,10.851,63.362,0.000
'2009-05-09',90.718,34.234,42.857,0.000,302.514,5.967,64.068,0.000
'2009-05-10',66.416,12.654,43.312,0.000,300.618,2.206,64.748,0.000
'2009-05-11',49.732,0.000,43.629,0.000,298.385,0.000,65.221,0.000
'2009-05-12',43.140,0.000,42.662,0.000,297.100,0.000,63.776,0.000
'2009-05-13',59.484,32.827,43.124,0.000,299.260,5.722,64.467,0.000
'2009-05-14',65.443,11.586,43.570,0.000,298.152,2.019,65.133,0.000
'2009-05-15',49.180,0.000,43.331,0.000,296.615,0.000,64.776,0.000
'2009-05-16',42.815,0.000,42.310,0.000,295.718,0.000,63.250,0.000
'2009-05-17',46.308,7.438,42.785,0.000,295.857,1.296,63.960,0.000
'2009-05-18',46.275,0.000,42.410,0.000,294.672,0.000,63.399,0.000
'2009-05-19',41.762,0.000,41.127,0.000,293.520,0.000,61.481,0.000
'2009-05-20',40.370,0.000,39.630,0.000,292.251,0.000,59.243,0.000
'2009-05-21',38.901,0.000,38.187,0.000,291.217,0.000,57.087,0.000
'2009-05-22',37.485,0.000,36.797,0.000,290.175,0.000,55.009,0.000
'2009-05-23',36.121,0.000,35.458,0.000,288.733,0.000,53.007,0.000
'2009-05-24',34.811,0.000,34.177,0.000,287.373,0.000,51.092,0.000
'2009-05-25',36.166,3.166,34.948,0.000,287.582,0.552,52.244,0.000
'2009-05-26',36.070,0.000,34.070,0.000,286.135,0.000,50.931,0.000
'2009-05-27',33.457,0.000,32.858,0.000,284.359,0.000,49.120,0.000
'2009-05-28',35.536,4.481,33.677,0.000,284.515,0.781,50.344,0.000
'2009-05-29',35.763,0.000,33.417,0.000,283.787,0.000,49.956,0.000
'2009-05-30',35.109,2.549,34.216,0.000,284.802,0.444,51.150,0.000
'2009-05-31',35.085,0.000,33.440,0.000,283.523,0.000,49.990,0.000
'2009-06-01',32.827,0.000,32.227,0.000,281.838,0.000,48.177,0.000
'2009-06-02',31.634,0.000,31.054,0.000,279.339,0.000,46.423,0.000
'2009-06-03',30.483,0.000,29.924,0.000,277.454,0.000,44.734,0.000
'2009-06-04',29.373,0.000,28.835,0.000,275.856,0.000,43.105,0.000
'2009-06-05',28.778,0.000,28.724,0.000,275.747,0.000,42.939,0.000
'2009-06-06',28.243,0.000,27.772,0.000,274.973,0.000,41.517,0.000
'2009-06-07',27.371,0.000,26.979,0.000,274.425,0.000,40.331,0.000
'2009-06-08',54.348,53.129,28.012,0.000,280.712,9.261,41.876,0.000
'2009-06-09',68.743,27.598,29.008,0.000,279.803,4.810,43.364,0.000
'2009-06-10',55.978,25.397,29.967,0.000,280.501,4.427,44.798,0.000
'2009-06-11',78.282,69.828,30.891,0.000,285.982,12.171,46.180,0.000
'2009-06-12',118.960,105.036,31.782,0.000,290.343,18.308,47.511,0.000
'2009-06-13',121.296,73.460,32.640,0.000,290.299,12.804,48.794,0.000
'2009-06-14',90.606,41.970,33.467,0.000,289.456,7.316,50.031,0.000
'2009-06-15',70.971,32.335,34.264,0.000,289.338,5.636,51.222,0.000
'2009-06-16',70.501,39.289,35.032,0.000,290.711,6.848,52.370,0.000
'2009-06-17',63.057,16.257,35.772,0.000,289.818,2.834,53.476,0.000
'2009-06-18',44.097,0.000,36.330,0.000,288.368,0.000,54.311,0.000
'2009-06-19',35.684,0.000,35.051,0.000,286.836,0.000,52.398,0.000
'2009-06-20',35.603,0.353,35.790,0.000,286.635,0.062,53.503,0.000
'2009-06-21',35.348,0.000,34.570,0.000,285.205,0.000,51.679,0.000
'2009-06-22',82.637,94.367,35.326,0.000,294.395,16.449,52.810,0.000
'2009-06-23',117.491,69.490,36.056,0.000,294.616,12.112,53.900,0.000
'2009-06-24',90.513,39.038,36.758,0.000,293.294,6.805,54.951,0.000
'2009-06-25',69.946,26.782,37.436,0.000,293.043,4.668,55.963,0.000
'2009-06-26',54.390,6.682,38.088,0.000,291.987,1.165,56.939,0.000
'2009-06-27',41.072,0.000,37.452,0.000,290.960,0.000,55.988,0.000
'2009-06-28',36.763,0.000,36.089,0.000,290.132,0.000,53.950,0.000
'2009-06-29',35.462,0.000,34.848,0.000,289.006,0.000,52.094,0.000
